,id,pop
424,13055,24939
425,13057,230985
426,13059,120938
427,13061,3102
428,13063,267542
429,13065,6831
430,13067,730981
431,13069,42811
432,13071,46102
433,13073,139257
434,13075,17214
435,13077,135571
436,13079,12387
437,13081,22934
438,13083,16389
439,13085,22957
440,13087,27220
441,13089,722161
442,13091,20976
443,13093,14188
444,13095,92407
445,13097,138776
446,13099,10491
447,13101,4003
448,13103,55423
449,13105,19438
450,13107,22755
451,13109,10898
452,13111,23753
453,13113,109664
454,13115,96063
455,13117,204302
456,13119,22264
457,13121,996319
458,13123,28829
459,13125,3053
460,13127,82175
461,13129,56047
462,13131,25359
463,13133,16490
464,13135,877922
465,13137,43752
466,13139,190761
467,13141,8509
468,13143,28641
469,13145,32876
470,13147,25377
471,13149,11603
472,13151,213869
473,13153,149111
474,13155,9104
475,13157,61870
476,13159,13432
477,13161,14859
478,13163,16272
479,13165,9125
480,13167,9701
481,13169,28787
482,13171,18207
483,13173,10373
484,13175,47851
485,13177,29191
486,13179,65198
487,13181,7622
488,13183,17113
489,13185,113523
490,13187,31176
491,13189,21370
492,13191,14214
493,13193,13792
494,13195,28312
495,13197,8797
496,13199,21198
497,13201,5958
498,13205,22771
499,13207,27051
500,13209,8991
501,13211,17956
502,13213,39410
503,13215,200887
504,13217,103675
505,13219,35093
506,13221,14673
507,13223,148987
508,13225,26922
509,13227,29997
510,13229,18991
511,13231,17784
512,13233,41133
513,13235,11483
514,13237,21192
515,13239,2315
516,13241,16243
517,13243,7313
518,13245,201368
519,13247,87754
520,13249,5163
521,13251,14085
522,13253,8686
523,13255,63988
524,13257,25480
525,13259,5744
526,13261,31232
527,13263,6390
528,13265,1693
529,13267,25224
530,13269,8442
531,13271,16518
532,13273,9132
533,13275,44959
534,13277,40704
535,13279,27282
536,13281,11098
537,13283,6778
538,13285,69469
539,13287,8153
540,13289,8320
541,13291,21984
542,13293,26256
543,13295,68218
544,13297,87615
545,13299,35515
546,13301,5520
547,13303,20635
548,13305,29949
549,13307,2649
550,13309,7995
551,13311,27970
552,13313,103542
553,13315,8847
554,13317,9940
555,13319,9326
556,13321,20940
558,15001,194190
559,15003,991788
560,15005,89
561,15007,70475
562,15009,163019
564,16001,426236
565,16003,3861
566,16005,83347
567,16007,5957
568,16009,9118
569,16011,45269
570,16013,21482
571,16015,6824
572,16017,41585
573,16019,108623
574,16021,10979
575,16023,2622
576,16025,1039
577,16027,203143
578,16029,6837
579,16031,23540
580,16033,867
581,16035,8562
582,16037,4140
583,16039,26094
584,16041,13021
585,16043,12867
586,16045,16866
587,16047,15064
588,16049,16215
589,16051,27021
590,16053,22818
591,16055,147326
592,16057,38411
593,16059,7726
594,16061,3838
595,16063,5316
596,16065,38038
597,16067,20323
598,16069,40007
599,16071,4184
600,16073,11353
601,16075,22836
602,16077,7617
603,16079,12390
604,16081,10341
605,16083,80914
606,16085,9826
607,16087,10021
609,17001,66988
610,17003,7492
611,17005,17269
612,17007,53869
613,17009,6832
614,17011,33840
615,17013,4956
616,17015,14715
617,17017,13156
618,17019,207133
619,17021,33892
620,17023,16180
621,17025,13520
622,17027,37857
623,17029,53320
624,17031,5246456
625,17033,19393
626,17035,10833
627,17037,105462
628,17039,16284
629,17041,19889
630,17043,932708
631,17045,17841
632,17047,6617
633,17049,34320
634,17051,21870
635,17053,13688
636,17055,39411
637,17057,36007
638,17059,5291
639,17061,13434
640,17063,50425
641,17065,8296
642,17067,18564
643,17069,4129
644,17071,6916
645,17073,49635
646,17075,28879
647,17077,59677
648,17079,9623
649,17081,38534
650,17083,22571
651,17085,22254
652,17087,12601
653,17089,527306
654,17091,111375
655,17093,121350
656,17095,52069
657,17097,705186
658,17099,111241
659,17101,16519
660,17103,34735
661,17105,37903
662,17107,29746
663,17109,31880
664,17111,307283
665,17113,174061
666,17115,108350
667,17117,46453
668,17119,266560
669,17121,38571
670,17123,12014
671,17125,13898
672,17127,14905
673,17129,12570
674,17131,15945
675,17133,33722
676,17135,29359
677,17137,34929
678,17139,14837
679,17141,52085
680,17143,187319
681,17145,21672
682,17147,16431
683,17149,16022
684,17151,4276
685,17153,5815
686,17155,5814
687,17157,32869
688,17159,16061
689,17161,146063
690,17163,265729
691,17165,24612
692,17167,198997
693,17169,7330
694,17171,5204
695,17173,22048
696,17175,5813
697,17177,46435
698,17179,135707
699,17181,17447
700,17183,79728
701,17185,11549
702,17187,17874
703,17189,14337
704,17191,16543
705,17193,14374
706,17195,56876
707,17197,685419
708,17199,67008
709,17201,288542
710,17203,39187
712,18001,34791
713,18003,365918
714,18005,80217
715,18007,8700
716,18009,12401
717,18011,61915
718,18013,14962
719,18015,19923
720,18017,38438
721,18019,114262
722,18021,26562
723,18023,32776
724,18025,10655
725,18027,32729
726,18029,49506
727,18031,26524
728,18033,42383
729,18035,117074
730,18037,42345
731,18039,201971
732,18041,23468
733,18043,76179
734,18045,16658
735,18047,22934
736,18049,20500
737,18051,33759
738,18053,68569
739,18055,32726
740,18057,302623
741,18059,71978
742,18061,39299
743,18063,156056
744,18065,48995
745,18067,82982
746,18069,36706
747,18071,43705
748,18073,33475
749,18075,21179
750,18077,32494
751,18079,28000
752,18081,147538
753,18083,37938
754,18085,78564
755,18087,38436
756,18089,490228
757,18091,111444
758,18093,45704
759,18095,130069
760,18097,934243
761,18099,47107
762,18101,10203
763,18103,35954
764,18105,143339
765,18107,38146
766,18109,69693
767,18111,14156
768,18113,47618
769,18115,6035
770,18117,19626
771,18119,20969
772,18121,17233
773,18123,19454
774,18125,12624
775,18127,167076
776,18129,25540
777,18131,12967
778,18133,37618
779,18135,25384
780,18137,28497
781,18139,16892
782,18141,267618
783,18143,23712
784,18145,44579
785,18147,20801
786,18149,23074
787,18151,34308
788,18153,21050
789,18155,10452
790,18157,183074
791,18159,15415
792,18161,7246
793,18163,182006
794,18165,15693
795,18167,108175
796,18169,32252
797,18171,8352
798,18173,61149
799,18175,27878
800,18177,67671
801,18179,27862
802,18181,24453
803,18183,33403
805,19001,7454
806,19003,3875
807,19005,14038
808,19007,12661
809,19009,5794
810,19011,25680
811,19013,132897
812,19015,26433
813,19017,24721
814,19019,21038
815,19021,20578
816,19023,15006
817,19025,9866
818,19027,20562
819,19029,13448
820,19031,18411
821,19033,43254
822,19035,11836
823,19037,12264
824,19039,9217
825,19041,16515
826,19043,17692
827,19045,48051
828,19047,17228
829,19049,77400
830,19051,8781
831,19053,8263
832,19055,17398
833,19057,40255
834,19059,16935
835,19061,96370
836,19063,9990
837,19065,20343
838,19067,16077
839,19069,10436
840,19071,7022
841,19073,9200
842,19075,12375
843,19077,10722
844,19079,15117
845,19081,11027
846,19083,17311
847,19085,14324
848,19087,20217
849,19089,9449
850,19091,9640
851,19093,7042
852,19095,16375
853,19097,19482
854,19099,36872
855,19101,17325
856,19103,142287
857,19105,20454
858,19107,10231
859,19109,15222
860,19111,35286
861,19113,217751
862,19115,11161
863,19117,8701
864,19119,11683
865,19121,15609
866,19123,22370
867,19125,33365
868,19127,40866
869,19129,14831
870,19131,10779
871,19133,8996
872,19135,8001
873,19137,10421
874,19139,42903
875,19141,14056
876,19143,6218
877,19145,15496
878,19147,9099
879,19149,24874
880,19151,7138
881,19153,459862
882,19155,93128
883,19157,18668
884,19159,5051
885,19161,10035
886,19163,171387
887,19165,11948
888,19167,34681
889,19169,94073
890,19171,17451
891,19173,6143
892,19175,12516
893,19177,7468
894,19179,35212
895,19181,47956
896,19183,22070
897,19185,6395
898,19187,36955
899,19189,10559
900,19191,20768
901,19193,102271
902,19195,7624
903,19197,12840
905,20001,12909
906,20003,7883
907,20005,16513
908,20007,4897
909,20009,27385
910,20011,14772
911,20013,9815
912,20015,66227
913,20017,2692
914,20019,3481
915,20021,20787
916,20023,2693
917,20025,2144
918,20027,8317
919,20029,9385
920,20031,8433
921,20033,1954
922,20035,35963
923,20037,39290
924,20039,2908
925,20041,19394
926,20043,7874
927,20045,116585
928,20047,3030
929,20049,2694
930,20051,29013
931,20053,6392
932,20055,37184
933,20057,34795
934,20059,25611
935,20061,36713
936,20063,2727
937,20065,2566
938,20067,7816
939,20069,6082
940,20071,1301
941,20073,6328
942,20075,2603
943,20077,5818
944,20079,34820
945,20081,4106
946,20083,1916
947,20085,13539
948,20087,18855
949,20089,3043
950,20091,574272
951,20093,3915
952,20095,7698
953,20097,2513
954,20099,20960
955,20101,1687
956,20103,78797
957,20105,3167
958,20107,9502
959,20109,2794
960,20111,33212
961,20113,29241
962,20115,12208
963,20117,10006
964,20119,4357
965,20121,32822
966,20123,6284
967,20125,34065
968,20127,5698
969,20129,3110
970,20131,10148
971,20133,16416
972,20135,3105
973,20137,5560
974,20139,15936
975,20141,3756
976,20143,6065
977,20145,6916
978,20147,5533
979,20149,22897
980,20151,9850
981,20153,2584
982,20155,63794
983,20157,4803
984,20159,10015
985,20161,75194
986,20163,5155
987,20165,3197
988,20167,6956
989,20169,55755
990,20171,5080
991,20173,508803
992,20175,23465
993,20177,178406
994,20179,2539
995,20181,6110
996,20183,3769
997,20185,4297
998,20187,2111
999,20189,5801
1000,20191,23528
1001,20193,7891
1002,20195,2902
1003,20197,7022
1004,20199,1506
1005,20201,5598
1006,20203,2176
1007,20205,9028
1008,20207,3157
1009,20209,161636
1011,21001,19204
1012,21003,20384
1013,21005,21888
1014,21007,8240
1015,21009,43148
1016,21011,12206
1017,21013,27778
1018,21015,126413
1019,21017,19972
1020,21019,48832
1021,21021,29706
1022,21023,8406
1023,21025,13409
1024,21027,19888
1025,21029,77955
1026,21031,12875
1027,21033,12725
1028,21035,38282
1029,21037,91833
1030,21039,4978
1031,21041,10815
1032,21043,27223
1033,21045,15891
1034,21047,74250
1035,21049,35758
1036,21051,21147
1037,21053,10165
1038,21055,9224
1039,21057,6745
1040,21059,98275
1041,21061,12013
1042,21063,7672
1043,21065,14447
1044,21067,310797
1045,21069,14545
1046,21071,38108
1047,21073,49880
1048,21075,6265
1049,21077,8589
1050,21079,16858
1051,21081,24875
1052,21083,37618
1053,21085,26194
1054,21087,11043
1055,21089,36308
1056,21091,8753
1057,21093,108266
1058,21095,28163
1059,21097,18592
1060,21099,18597
1061,21101,46467
1062,21103,15572
1063,21105,4734
1064,21107,46376
1065,21109,13289
1066,21111,760026
1067,21113,50815
1068,21115,23262
1069,21117,163929
1070,21119,15892
1071,21121,31798
1072,21123,14180
1073,21125,60015
1074,21127,15804
1075,21129,7594
1076,21131,10918
1077,21133,23359
1078,21135,13880
1079,21137,24445
1080,21139,9359
1081,21141,26867
1082,21143,8430
1083,21145,65316
1084,21147,17863
1085,21149,9478
1086,21151,87340
1087,21153,12913
1088,21155,20007
1089,21157,30953
1090,21159,12537
1091,21161,17166
1092,21163,29139
1093,21165,6287
1094,21167,21319
1095,21169,9990
1096,21171,10704
1097,21173,27474
1098,21175,13303
1099,21177,31207
1100,21179,44812
1101,21181,7041
1102,21183,23977
1103,21185,63490
1104,21187,10645
1105,21189,4508
1106,21191,14493
1107,21193,27597
1108,21195,63034
1109,21197,12434
1110,21199,63825
1111,21201,2197
1112,21203,16826
1113,21205,23655
1114,21207,17774
1115,21209,51284
1116,21211,44875
1117,21213,17826
1118,21215,17668
1119,21217,25257
1120,21219,12520
1121,21221,14142
1122,21223,8786
1123,21225,15165
1124,21227,120460
1125,21229,11959
1126,21231,20486
1127,21233,13236
1128,21235,35503
1129,21237,7214
1130,21239,25563
1132,22001,62486
1133,22003,25713
1134,22005,117029
1135,22007,23034
1136,22009,41145
1137,22011,36198
1138,22013,13885
1139,22015,125064
1140,22017,252603
1141,22019,197204
1142,22021,9894
1143,22023,6679
1144,22025,10151
1145,22027,16412
1146,22029,20466
1147,22031,27142
1148,22033,446042
1149,22035,7487
1150,22037,19813
1151,22039,33700
1152,22041,20441
1153,22043,22384
1154,22045,73913
1155,22047,33327
1156,22049,15994
1157,22051,435716
1158,22053,31477
1159,22055,235644
1160,22057,98020
1161,22059,14839
1162,22061,47617
1163,22063,135751
1164,22065,11843
1165,22067,26760
1166,22069,39166
1167,22071,384320
1168,22073,156325
1169,22075,23447
1170,22077,22406
1171,22079,132488
1172,22081,8669
1173,22083,20740
1174,22085,24199
1175,22087,44409
1176,22089,52745
1177,22091,10619
1178,22093,21638
1179,22095,43745
1180,22097,83709
1181,22099,53315
1182,22101,53162
1183,22103,245829
1184,22105,127049
1185,22107,4830
1186,22109,113328
1187,22111,22539
1188,22113,59616
1189,22115,52132
1190,22117,46286
1191,22119,40333
1192,22121,25085
1193,22123,11525
1194,22125,15406
1195,22127,14743
1197,23001,107440
1198,23003,69447
1199,23005,287797
1200,23007,30296
1201,23009,54696
1202,23011,121112
1203,23013,39676
1204,23015,34170
1205,23017,57238
1206,23019,153414
1207,23021,17026
1208,23023,35045
1209,23025,51163
1210,23027,39051
1211,23029,31808
1212,23031,200710
1214,24001,72952
1215,24003,560133
1216,24005,826925
1217,24009,90613
1218,24011,32538
1219,24013,167830
1220,24015,102383
1221,24017,154747
1222,24019,32578
1223,24021,243675
1224,24023,29679
1225,24025,250105
1226,24027,309284
1227,24029,19820
1228,24031,1030447
1229,24033,904430
1230,24035,48804
1231,24037,110382
1232,24039,25859
1233,24041,37643
1234,24043,149573
1235,24045,101539
1236,24047,51675
1237,24510,622793
1239,25001,214914
1240,25003,128715
1241,25005,554194
1242,25007,17356
1243,25009,769091
1244,25011,70862
1245,25013,468161
1246,25015,160939
1247,25017,1570315
1248,25019,10856
1249,25021,692254
1250,25023,507022
1251,25025,767254
1252,25027,813475
1254,26001,10454
1255,26003,9459
1256,26005,113847
1257,26007,28988
1258,26009,23267
1259,26011,15353
1260,26013,8654
1261,26015,59281
1262,26017,106179
1263,26019,17519
1264,26021,155233
1265,26023,43545
1266,26025,134878
1267,26027,51608
1268,26029,26121
1269,26031,25675
1270,26033,38321
1271,26035,30652
1272,26037,77297
1273,26039,13745
1274,26041,36559
1275,26043,25957
1276,26045,108579
1277,26047,33204
1278,26049,412895
1279,26051,25411
1280,26053,15737
1281,26055,90782
1282,26057,41665
1283,26059,45830
1284,26061,36495
1285,26063,32065
1286,26065,284582
1287,26067,64294
1288,26069,25420
1289,26071,11387
1290,26073,70616
1291,26075,159741
1292,26077,258818
1293,26079,17394
1294,26081,629237
1295,26083,2217
1296,26085,11341
1297,26087,88153
1298,26089,21915
1299,26091,99047
1300,26093,185596
1301,26095,6426
1302,26097,11042
1303,26099,860112
1304,26101,24420
1305,26103,67676
1306,26105,28824
1307,26107,43186
1308,26109,23714
1309,26111,83427
1310,26113,15037
1311,26115,149824
1312,26117,62893
1313,26119,9300
1314,26121,172344
1315,26123,47900
1316,26125,1237868
1317,26127,26221
1318,26129,21039
1319,26131,6172
1320,26133,23169
1321,26135,8371
1322,26137,24158
1323,26139,276292
1324,26141,13004
1325,26143,23955
1326,26145,195012
1327,26147,160078
1328,26149,60946
1329,26151,41587
1330,26153,8171
1331,26155,68933
1332,26157,54000
1333,26159,75199
1334,26161,356874
1335,26163,1764804
1336,26165,32886
1338,27001,15771
1339,27003,341864
1340,27005,33259
1341,27007,45664
1342,27009,39506
1343,27011,5127
1344,27013,65385
1345,27015,25292
1346,27017,35571
1347,27019,97338
1348,27021,28559
1349,27023,12110
1350,27025,54025
1351,27027,61286
1352,27029,8791
1353,27031,5233
1354,27033,11633
1355,27035,63265
1356,27037,412529
1357,27039,20353
1358,27041,36790
1359,27043,14192
1360,27045,20776
1361,27047,30840
1362,27049,46423
1363,27051,5956
1364,27053,1212064
1365,27055,18738
1366,27057,20573
1367,27059,38413
1368,27061,45589
1369,27063,10269
1370,27065,15930
1371,27067,42285
1372,27069,4435
1373,27071,12856
1374,27073,6891
1375,27075,10680
1376,27077,3918
1377,27079,27770
1378,27081,5788
1379,27083,25665
1380,27085,35882
1381,27087,5505
1382,27089,9417
1383,27091,20220
1384,27093,23107
1385,27095,25884
1386,27097,32810
1387,27099,39323
1388,27101,8470
1389,27103,33093
1390,27105,21590
1391,27107,6639
1392,27109,150287
1393,27111,57635
1394,27113,14058
1395,27115,29095
1396,27117,9281
1397,27119,31704
1398,27121,10984
1399,27123,532655
1400,27125,4043
1401,27127,15515
1402,27129,15025
1403,27131,65151
1404,27133,9553
1405,27135,15679
1406,27137,200949
1407,27139,139672
1408,27141,91126
1409,27143,14918
1410,27145,152912
1411,27147,36573
1412,27149,9800
1413,27151,9436
1414,27153,24264
1415,27155,3387
1416,27157,21362
1417,27159,13757
1418,27161,19025
1419,27163,249283
1420,27165,11083
1421,27167,6495
1422,27169,51097
1423,27171,129918
1424,27173,10109
1426,28001,31737
1427,28003,37380
1428,28005,12629
1429,28007,19163
1430,28009,8296
1431,28011,33768
1432,28013,14745
1433,28015,10254
1434,28017,17313
1435,28019,8294
1436,28021,9080
1437,28023,16299
1438,28025,20225
1439,28027,24807
1440,28029,28797
1441,28031,19442
1442,28033,170913
1443,28035,76330
1444,28037,7833
1445,28039,23303
1446,28041,14326
1447,28043,21666
1448,28045,45949
1449,28047,199058
1450,28049,243729
1451,28051,18459
1452,28053,8741
1453,28055,1397
1454,28057,23527
1455,28059,141137
1456,28061,16601
1457,28063,7599
1458,28065,11822
1459,28067,68290
1460,28069,10163
1461,28071,52930
1462,28073,60099
1463,28075,79739
1464,28077,12502
1465,28079,23193
1466,28081,85246
1467,28083,31422
1468,28085,34775
1469,28087,59730
1470,28089,101688
1471,28091,25868
1472,28093,36234
1473,28095,36003
1474,28097,10400
1475,28099,29465
1476,28101,21832
1477,28103,11115
1478,28105,49414
1479,28107,34444
1480,28109,55224
1481,28111,12227
1482,28113,40058
1483,28115,30950
1484,28117,25428
1485,28119,7678
1486,28121,148070
1487,28123,28461
1488,28125,4647
1489,28127,27463
1490,28129,16188
1491,28131,17875
1492,28133,27496
1493,28135,14761
1494,28137,28204
1495,28139,22039
1496,28141,19420
1497,28143,10598
1498,28145,28097
1499,28147,14859
1500,28149,47983
1501,28151,48958
1502,28153,20490
1503,28155,9972
1504,28157,9191
1505,28159,18478
1506,28161,12276
1507,28163,27817
1509,29001,25602
1510,29003,17379
1511,29005,5382
1512,29007,25887
1513,29009,35662
1514,29011,12057
1515,29013,16584
1516,29015,18806
1517,29017,12394
1518,29019,172717
1519,29021,89486
1520,29023,42972
1521,29025,9034
1522,29027,44750
1523,29029,44021
1524,29031,78043
1525,29033,9043
1526,29035,6258
1527,29037,100889
1528,29039,13952
1529,29041,7694
1530,29043,82101
1531,29045,6917
1532,29047,233682
1533,29049,20299
1534,29051,76557
1535,29053,17585
1536,29055,24650
1537,29057,7628
1538,29059,16389
1539,29061,8297
1540,29063,12692
1541,29065,15655
1542,29067,13546
1543,29069,31344
1544,29071,102084
1545,29073,14866
1546,29075,6826
1547,29077,285865
1548,29079,10197
1549,29081,8639
1550,29083,22028
1551,29085,9219
1552,29087,4516
1553,29089,10159
1554,29091,40173
1555,29093,10267
1556,29095,683191
1557,29097,117543
1558,29099,222716
1559,29101,54362
1560,29103,4000
1561,29105,35439
1562,29107,32688
1563,29109,38023
1564,29111,10138
1565,29113,54249
1566,29115,12311
1567,29117,15053
1568,29119,22800
1569,29121,15479
1570,29123,12368
1571,29125,9013
1572,29127,28920
1573,29129,3719
1574,29131,25141
1575,29133,14232
1576,29135,15856
1577,29137,8707
1578,29139,11841
1579,29141,20240
1580,29143,18272
1581,29145,58598
1582,29147,23081
1583,29149,10911
1584,29151,13703
1585,29153,9492
1586,29155,17650
1587,29157,19202
1588,29159,42225
1589,29161,44847
1590,29163,18541
1591,29165,94788
1592,29167,31054
1593,29169,53436
1594,29171,4829
1595,29173,10255
1596,29175,25072
1597,29177,22949
1598,29179,6565
1599,29181,13969
1600,29183,379493
1601,29185,9457
1602,29186,17914
1603,29187,65960
1604,29189,1001876
1605,29195,23347
1606,29197,4370
1607,29199,4863
1608,29201,38903
1609,29203,8329
1610,29205,6108
1611,29207,29867
1612,29209,31104
1613,29211,6411
1614,29213,54230
1615,29215,25642
1616,29217,21001
1617,29219,33253
1618,29221,25077
1619,29223,13452
1620,29225,36888
1621,29227,2073
1622,29229,18291
1623,29510,317419
1625,30001,9345
1626,30003,13282
1627,30005,6619
1628,30007,5667
1629,30009,10399
1630,30011,1169
1631,30013,82344
1632,30015,5894
1633,30017,12092
1634,30019,1793
1635,30021,9518
1636,30023,9150
1637,30025,3108
1638,30027,11442
1639,30029,94924
1640,30031,97308
1641,30033,1309
1642,30035,13696
1643,30037,852
1644,30039,3209
1645,30041,16596
1646,30043,11558
1647,30045,1991
1648,30047,29099
1649,30049,65856
1650,30051,2359
1651,30053,19125
1652,30055,1694
1653,30057,7820
1654,30059,1853
1655,30061,4257
1656,30063,112684
1657,30065,4589
1658,30067,15880
1659,30069,485
1660,30071,4192
1661,30073,6219
1662,30075,1783
1663,30077,6909
1664,30079,1148
1665,30081,41030
1666,30083,11576
1667,30085,11332
1668,30087,9326
1669,30089,11364
1670,30091,3696
1671,30093,34680
1672,30095,9290
1673,30097,3665
1674,30099,6064
1675,30101,5150
1676,30103,692
1677,30105,7640
1678,30107,2102
1679,30109,1121
1680,30111,155634
1682,31001,31457
1683,31003,6398
1684,31005,453
1685,31007,764
1686,31009,504
1687,31011,5353
1688,31013,11340
1689,31015,2033
